Inspector 0 Path:
------------------------------------------------------------------
['source_0', 'RDRM@Mon11:51:00']
['RGN@Mon19:50:00', 'RK@Mon19:58:00']
['RK@Mon19:58:00', 'RK@Mon20:00:00']
['RK@Mon20:00:00', 'RDRM@Mon20:07:00']
['RDRM@Mon20:07:00', 'sink_0']
------------------------------------------------------------------
Inspector 1 Path:
------------------------------------------------------------------
['source_1', 'HH@Mon11:41:00']
['HH@Mon11:41:00', 'HWU@Mon11:47:00']
['HWU@Mon11:47:00', 'HHML@Mon11:47:00']
['HHML@Mon11:47:00', 'HSOR@Mon11:54:00']
['HSOR@Mon11:54:00', 'HAL@Mon11:58:00']
['HAL@Mon11:58:00', 'HORX@Mon12:03:00']
['HORX@Mon12:03:00', 'HG@Mon12:15:00']
['HG@Mon12:15:00', 'HG@Mon12:17:00']
['HG@Mon12:17:00', 'HJD@Mon12:24:00']
['HJD@Mon12:24:00', 'FKW@Mon12:36:00']
['FKW@Mon12:36:00', 'FKW@Mon12:38:00']
['FKW@Mon12:38:00', 'FKHM@Mon12:56:00']
['FKHM@Mon12:56:00', 'FFU@Mon13:07:00']
['FFU@Mon13:07:00', 'FFU@Mon13:09:00']
['FFU@Mon13:09:00', 'FFU@Mon13:11:00']
['FFU@Mon13:11:00', 'FKHM@Mon13:25:00']
['FKHM@Mon13:25:00', 'FKW@Mon13:41:00']
['FKW@Mon13:41:00', 'FKW@Mon13:43:00']
['FKW@Mon13:43:00', 'HJD@Mon13:57:00']
['HJD@Mon13:57:00', 'HG@Mon14:01:00']
['HG@Mon14:01:00', 'HG@Mon14:02:00']
['HG@Mon14:02:00', 'HG@Mon14:03:00']
['HG@Mon14:03:00', 'HORX@Mon14:15:00']
['HORX@Mon14:15:00', 'HAL@Mon14:21:00']
['HAL@Mon14:21:00', 'HSOR@Mon14:25:00']
['HSOR@Mon14:25:00', 'HHI@Mon14:32:00']
['HHI@Mon14:32:00', 'HHI@Mon14:34:00']
['HHI@Mon14:34:00', 'HGGL@Mon14:52:00']
['HGGL@Mon14:52:00', 'HBS@Mon14:57:00']
['HBS@Mon14:57:00', 'HBS@Mon14:58:00']
['HBS@Mon14:58:00', 'HGGL@Mon15:03:00']
['HGGL@Mon15:03:00', 'HHI@Mon15:23:00']
['HHI@Mon15:23:00', 'HHI@Mon15:25:00']
['HHI@Mon15:25:00', 'HSOR@Mon15:32:00']
['HSOR@Mon15:32:00', 'HAL@Mon15:37:00']
['HAL@Mon15:37:00', 'HORX@Mon15:42:00']
['HORX@Mon15:42:00', 'HG@Mon15:53:00']
['HG@Mon15:53:00', 'HG@Mon15:54:00']
['HG@Mon15:54:00', 'HG@Mon15:55:00']
['HG@Mon15:55:00', 'HG@Mon15:56:00']
['HG@Mon15:56:00', 'HORX@Mon16:10:00']
['HORX@Mon16:10:00', 'HAL@Mon16:15:00']
['HAL@Mon16:15:00', 'HSOR@Mon16:19:00']
['HSOR@Mon16:19:00', 'HHML@Mon16:26:00']
['HHML@Mon16:26:00', 'HWU@Mon16:26:00']
['HWU@Mon16:26:00', 'HH@Mon16:32:00']
['HH@Mon16:32:00', 'sink_1']
------------------------------------------------------------------
Inspector 2 Path:
------------------------------------------------------------------
['source_2', 'AHAR@Mon14:01:00']
['AHAR@Mon14:01:00', 'AHAR@Mon14:03:00']
['AHAR@Mon14:03:00', 'AHAR@Mon14:05:00']
['AHAR@Mon14:05:00', 'AMD@Mon14:08:00']
['AMD@Mon14:08:00', 'ALBG@Mon14:24:00']
['ALBG@Mon14:24:00', 'ALBG@Mon14:26:00']
['ALBG@Mon14:26:00', 'HU@Mon14:40:00']
['HU@Mon14:40:00', 'HU@Mon14:42:00']
['HU@Mon14:42:00', 'HC@Mon15:03:00']
['HC@Mon15:03:00', 'HC@Mon15:05:00']
['HC@Mon15:05:00', 'HH@Mon15:23:00']
['HH@Mon15:23:00', 'HH@Mon15:26:00']
['HH@Mon15:26:00', 'HWU@Mon15:31:00']
['HWU@Mon15:31:00', 'HHML@Mon15:32:00']
['HHML@Mon15:32:00', 'HSOR@Mon15:39:00']
['HSOR@Mon15:39:00', 'HAL@Mon15:43:00']
['HAL@Mon15:43:00', 'HORX@Mon15:48:00']
['HORX@Mon15:48:00', 'HG@Mon16:00:00']
['HG@Mon16:00:00', 'HG@Mon16:01:00']
['HG@Mon16:01:00', 'HG@Mon16:02:00']
['HG@Mon16:02:00', 'HG@Mon16:03:00']
['HG@Mon16:03:00', 'HORX@Mon16:15:00']
['HORX@Mon16:15:00', 'HAL@Mon16:21:00']
['HAL@Mon16:21:00', 'HSOR@Mon16:25:00']
['HSOR@Mon16:25:00', 'HHI@Mon16:32:00']
['HHI@Mon16:32:00', 'HHI@Mon16:34:00']
['HHI@Mon16:34:00', 'HGGL@Mon16:52:00']
['HGGL@Mon16:52:00', 'HBS@Mon16:57:00']
['HBS@Mon16:57:00', 'HBS@Mon16:58:00']
['HBS@Mon16:58:00', 'HGGL@Mon17:03:00']
['HGGL@Mon17:03:00', 'HHI@Mon17:23:00']
['HHI@Mon17:23:00', 'HHI@Mon17:25:00']
['HHI@Mon17:25:00', 'HSOR@Mon17:32:00']
['HSOR@Mon17:32:00', 'HAL@Mon17:37:00']
['HAL@Mon17:37:00', 'HORX@Mon17:42:00']
['HORX@Mon17:42:00', 'HG@Mon17:53:00']
['HG@Mon17:53:00', 'HG@Mon17:54:00']
['HG@Mon17:54:00', 'HG@Mon17:55:00']
['HG@Mon17:55:00', 'HG@Mon17:56:00']
['HG@Mon17:56:00', 'HORX@Mon18:10:00']
['HORX@Mon18:10:00', 'HAL@Mon18:15:00']
['HAL@Mon18:15:00', 'HSOR@Mon18:19:00']
['HSOR@Mon18:19:00', 'HHML@Mon18:26:00']
['HHML@Mon18:26:00', 'HWU@Mon18:26:00']
['HWU@Mon18:26:00', 'HH@Mon18:32:00']
['HH@Mon18:32:00', 'HH@Mon18:36:00']
['HH@Mon18:36:00', 'HC@Mon18:54:00']
['HC@Mon18:54:00', 'HU@Mon19:13:00']
['HU@Mon19:13:00', 'ALBG@Mon19:26:00']
['ALBG@Mon19:26:00', 'AMD@Mon19:40:00']
['AMD@Mon19:40:00', 'AHAR@Mon19:42:00']
['AHAR@Mon19:42:00', 'sink_2']
------------------------------------------------------------------
