id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;country;time_zone;is_city;is_main_station;is_airport;is_suggestable;country_hint;main_station_hint;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;distribusion_id;distribusion_is_enabled;flixbus_id;flixbus_is_enabled;cff_id;cff_is_enabled;leoexpress_id;leoexpress_is_enabled;obb_id;obb_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;westbahn_id;westbahn_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nb;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh;normalised_code
6765;Altstädten (Allgäu);altstadten-allgau;8002377;;47.488546;10.280908;;DE;Europe/Berlin;f;f;f;t;f;f;DEACU;;f;;f;8000561;t;;f;;f;;f;;f;;f;8000561;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6765
6766;Annweiler am Trifels;annweiler-am-trifels;8019665;;49.205387;7.96615;;DE;Europe/Berlin;f;f;f;t;f;f;DEACV;;f;;f;8000582;t;;f;;f;;f;;f;;f;8000582;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;アンヴァイラー・アム・トリフェルス;;;;Анвайлер-на-Трифельсе;;;特里费尔斯山麓安韦勒;urn:trainline:public:nloc:csv6766
6767;Alsenz;alsenz;8019256;;49.72722;7.817199;;DE;Europe/Berlin;f;f;f;t;f;f;DEACW;;f;;f;8000505;t;;f;;f;;f;;f;;f;8000505;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;アルゼンツ;;;;Альзенц;;;阿尔森茨;urn:trainline:public:nloc:csv6767
6768;Aha;aha;8014378;;47.83322;8.134347;;DE;Europe/Berlin;f;f;f;t;f;f;DEACX;;f;;f;8000436;t;;f;;f;;f;;f;;f;8000436;f;;f;;f;;;;f;;f;;f;;f;DEACX;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6768
6769;Arnsberg (Westf);arnsberg-westf;8008199;;51.405416;8.066937;;DE;Europe/Berlin;f;f;f;t;f;f;DEACY;;f;;f;8000605;t;;f;;f;256;t;;f;;f;8000605;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Арнсберг;;;阿恩斯貝格;urn:trainline:public:nloc:csv6769
6770;Arzberg (Oberfr);arzberg-oberfr;8026073;;50.054634;12.197687;;DE;Europe/Berlin;f;f;f;t;f;f;DEACZ;;f;;f;8000613;t;;f;;f;;f;;f;;f;8000613;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6770
6771;Au (Sieg);au-sieg;8015597;;50.773762;7.656535;;DE;Europe/Berlin;f;f;f;t;f;f;DEADA;;f;;f;8000012;t;;f;;f;;f;;f;;f;8000012;f;;f;;f;;;;f;;f;;f;;f;DEADA;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6771
6772;Augustfehn;augustfehn;8021234;;53.220797;7.75929;;DE;Europe/Berlin;f;f;f;t;f;f;DEADB;;f;;f;8000664;t;;f;;f;;f;;f;;f;8000664;f;;f;;f;;;;f;;f;;f;;f;DEADB;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6772
6773;Aulendorf;aulendorf;8029149;;47.953055;9.64405;;DE;Europe/Berlin;f;f;f;t;f;f;DEADC;;f;;f;8000014;t;;f;;f;;f;;f;;f;8000014;t;;f;;f;;;;f;;f;;f;;f;DEADC;f;;f;f;;;;;;;;;;;;;;;;Аулендорф;;;奥伦多夫;urn:trainline:public:nloc:csv6773
6774;Altenbeken;altenbeken;8013318;;51.766207;8.943206;;DE;Europe/Berlin;f;f;f;t;f;f;DEADD;;f;;f;8000004;t;;f;;f;;f;;f;;f;8000004;f;;f;;f;;;;f;;f;;f;;f;DEADD;f;;f;f;;;;;;;;;;;;アルテンベーケン;;;;Альтенбекен;;;阿尔滕贝肯;urn:trainline:public:nloc:csv6774
6775;Amberg;amberg;8026190;;49.447619;11.862902;;DE;Europe/Berlin;f;f;f;t;f;f;DEADE;;f;;f;8000566;t;u2b3mb;t;;f;1725;t;;f;;f;8000566;f;;f;;f;;;;f;;f;;f;;f;DEADE;f;;f;f;;;;;;;;;;;;;;;;Амберг;;;安贝格;urn:trainline:public:nloc:csv6775
6776;Ansbach;ansbach;8022728;;49.29803;10.578236;;DE;Europe/Berlin;f;f;f;t;f;f;DEADF;;f;;f;8000009;t;u0z82h;t;DEQOB;t;255;t;;f;;f;8000009;t;;f;;f;;;;f;;f;;f;;f;DEADF;f;;f;f;;;;;;;;;;;;アンスバッハ;;;;Ансбах;;;安斯巴赫;urn:trainline:public:nloc:csv6776
6777;Altglashütten-Falkau;altglashutten-falkau;8014377;;47.859387;8.114113;;DE;Europe/Berlin;f;f;f;t;f;f;DEADG;;f;;f;8000544;t;;f;;f;;f;;f;;f;8000544;f;;f;;f;;;;f;;f;;f;;f;DEADG;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6777
6778;Achim;achim;8013746;;53.015986;9.030446;;DE;Europe/Berlin;f;f;f;t;f;f;DEADH;;f;;f;8000413;t;u1qmt7;t;;f;10878;t;;f;;f;8000413;f;;f;;f;;;;f;;f;;f;;f;DEADH;f;;f;f;;;;;;;;;;;;アヒム;;;;Ахим;Uphusen;;阿希姆;urn:trainline:public:nloc:csv6778
6779;Ascheberg (Holst);ascheberg-holst;8001366;;54.148277;10.339446;;DE;Europe/Berlin;f;f;f;t;f;f;DEADI;;f;;f;8000011;t;;f;;f;;f;;f;;f;8000011;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Ашеберг;;;阿舍贝格;urn:trainline:public:nloc:csv6779
6780;Alpirsbach;alpirsbach;8014208;;48.343807;8.398253;;DE;Europe/Berlin;f;f;f;t;f;f;DEADJ;;f;;f;8000501;t;;f;;f;;f;;f;;f;8000501;f;;f;;f;;;;f;;f;;f;;f;DEALP;f;;f;f;;;;;;;;;;;;;;;;Альпирсбах;;;阿尔皮尔斯巴赫;urn:trainline:public:nloc:csv6780
6781;Assmannshausen;assmannshausen;8011004;;49.985327;7.867359;;DE;Europe/Berlin;f;f;f;t;f;f;DEADK;;f;;f;8000635;t;;f;;f;;f;;f;;f;8000635;f;;f;;f;;;;f;;f;;f;;f;DEADK;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6781
6782;Lennestadt-Altenhundem;lennestadt-altenhundem;8008262;;51.104134;8.071513;;DE;Europe/Berlin;f;f;f;t;f;f;DEADL;;f;;f;8000532;t;;f;;f;534;t;;f;;f;8000532;f;;f;;f;;;;f;;f;;f;;f;DEADL;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6782
6783;Altenau (Bay);altenau-bay;8020529;;47.648365;11.017377;;DE;Europe/Berlin;f;f;f;t;f;f;DEADM;;f;;f;8000515;t;;f;;f;;f;;f;;f;8000515;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Альтенау;;;阿尔特瑙;urn:trainline:public:nloc:csv6783
6784;Altenwalde;altenwalde;8001597;;;;;DE;Europe/Berlin;f;f;f;f;f;f;DEADN;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6784
6785;Bredstedt;bredstedt;8001568;;54.620947;8.970416;;DE;Europe/Berlin;f;f;f;t;f;f;DEADO;;f;;f;8001139;t;;f;;f;;f;;f;;f;8001139;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;Bredsted;;;;;;Бредштедт;;;布雷茨特;urn:trainline:public:nloc:csv6785
6787;Bacharach;bacharach;8019035;;50.056387;7.769682;;DE;Europe/Berlin;f;f;f;t;f;f;DEADQ;;f;;f;8000683;t;;f;;f;;f;;f;;f;8000683;f;;f;;f;;;;f;;f;;f;;f;DEADQ;f;;f;f;;;;;;;;;;;;バッハラッハ;;;;Бахарах;;;巴哈拉;urn:trainline:public:nloc:csv6787
6788;Bad Ems;bad-ems;8019602;;50.327654;7.728637;;DE;Europe/Berlin;f;f;f;t;f;f;DEADR;;f;;f;8000701;t;;f;;f;;f;;f;;f;8000701;f;;f;;f;;;;f;;f;;f;;f;DEADR;f;;f;f;;;;;;;;;;;;バート・エムス;;;;Бад-Эмс;;;巴德埃姆斯;urn:trainline:public:nloc:csv6788
6789;Bad Gandersheim;bad-gandersheim;8013098;;51.867201;10.019925;;DE;Europe/Berlin;f;f;f;t;f;f;DEADS;;f;;f;8000352;t;;f;;f;;f;;f;;f;8000352;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;バート・ガンダースハイム;;;;Бад-Гандерсхайм;;;巴特甘德斯海姆;urn:trainline:public:nloc:csv6789
6790;Bad Schussenried;bad-schussenried;8029148;;47.994037;9.6685;;DE;Europe/Berlin;f;f;f;t;f;f;DEADT;;f;;f;8000746;t;;f;;f;;f;;f;;f;8000746;f;;f;;f;;;;f;;f;;f;;f;DEADT;f;;f;f;;;;;;;;;;;;;;;;Бад-Шуссенрид;;;巴特舒森里德;urn:trainline:public:nloc:csv6790
6791;Bad Harzburg;bad-harzburg;8013390;;51.888119;10.555448;;DE;Europe/Berlin;f;f;f;t;f;f;DEADU;;f;;f;8000019;t;u1px04;t;;f;1184;t;;f;;f;8000019;f;;f;;f;;;;f;;f;;f;;f;DEADU;f;;f;f;;;;;;;;;;;;;;;;Бад-Харцбурге;;;巴特哈尔茨堡;urn:trainline:public:nloc:csv6791
6792;Bad Hönningen;bad-honningen;8019485;;50.513677;7.310872;;DE;Europe/Berlin;f;f;f;t;f;f;DEADV;;f;;f;8000711;t;;f;;f;;f;;f;;f;8000711;f;;f;;f;;;;f;;f;;f;;f;DEADV;f;;f;f;;;;;;;;;;;;バート・ヘニンゲン;;;;Бад-Хённинген;;;巴德赫宁根;urn:trainline:public:nloc:csv6792
6793;Bad Kissingen;bad-kissingen;8022551;;50.191549;10.079883;;DE;Europe/Berlin;f;f;f;t;f;f;DEADW;;f;;f;8000714;t;;f;;f;;f;;f;;f;8000714;f;;f;;f;;;;f;;f;;f;;f;DEADW;f;;f;f;;;;;;;;;;;;;;;;Бад-Киссинген;;;巴德基辛根;urn:trainline:public:nloc:csv6793
6794;Bad Liebenzell;bad-liebenzell;8029470;;48.772763;8.734278;;DE;Europe/Berlin;f;f;f;t;f;f;DEADX;;f;;f;8000721;t;;f;;f;;f;;f;;f;8000721;f;;f;;f;;;;f;;f;;f;;f;DEADX;f;;f;f;;;;;;;;;;;;;;;;Бад-Либенцелль;;;巴特利本采尔;urn:trainline:public:nloc:csv6794
6795;Bad Mergentheim;bad-mergentheim;8029740;;49.493644;9.771661;;DE;Europe/Berlin;f;f;f;t;f;f;DEADY;;f;;f;8000724;t;;f;;f;;f;;f;;f;8000724;f;;f;;f;;;;f;;f;;f;;f;DEADY;f;;f;f;;;;;;;;;;;;バート・メルゲントハイム;;;;Бад-Мергентхайм;;;巴特梅尔根特海姆;urn:trainline:public:nloc:csv6795
6796;Bad Pyrmont;bad-pyrmont;8013446;;51.974325;9.27257;;DE;Europe/Berlin;f;f;f;t;f;f;DEADZ;;f;;f;8000735;t;;f;;f;;f;;f;;f;8000735;f;;f;;f;;;;f;;f;;f;;f;DEADZ;f;;f;f;;;;;;;;;;;;バート・ピルモント;;;;Бад-Пирмонт;;;巴特皮尔蒙特;urn:trainline:public:nloc:csv6796
6797;Bad Reichenhall;bad-reichenhall;8020105;;47.731165;12.88182;7704;DE;Europe/Berlin;t;f;f;t;f;f;DEAEA;;f;;f;8000737;t;;f;DEBRI;t;;f;;f;;f;8096905;f;;f;;f;;;;f;;f;;f;;f;DEAEA;f;;f;f;;;;;;;;;;;;;;;;Бад-Райхенхалль;;;巴特赖兴哈尔;urn:trainline:public:nloc:csv6797
6798;Bad Reichenhall-Kirchberg;bad-reichenhall-kirchberg;8020104;;47.718535;12.874;7704;DE;Europe/Berlin;f;f;f;t;f;f;DEAEB;;f;;f;8000738;t;;f;;f;;f;;f;;f;8000738;f;;f;;f;;;;f;;f;;f;;f;DEAEB;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6798
6799;Bad Salzig KD;bad-salzig-kd;;;50.207621;7.634403;;DE;Europe/Berlin;f;f;f;f;f;f;DEAEC;;f;;f;8075959;t;;f;;f;;f;;f;;f;8075959;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6799
6800;Bad Salzuflen;bad-salzuflen;8013467;;52.081567;8.740058;;DE;Europe/Berlin;f;f;f;t;f;f;DEAED;;f;;f;8000744;t;u1q0r1;t;;f;283;t;;f;;f;8000744;f;;f;;f;;;;f;;f;;f;;f;DEAED;f;;f;f;;;;;;;;;;;;バート・ザルツウフレン;;;;Бад-Зальцуфлен;;;巴特萨尔茨乌夫伦;urn:trainline:public:nloc:csv6800
6801;Bad Sooden-Allendorf;bad-sooden-allendorf;8005445;;51.268241;9.968776;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEE;;f;;f;8000753;t;;f;;f;;f;;f;;f;8000753;f;;f;;f;;;;f;;f;;f;;f;DEAEE;f;;f;f;;;;;;;;;;;;バート・ゾーデン＝アレンドルフ;;;;Бад-Зоден-Аллендорф;;;巴特索登-阿伦多夫;urn:trainline:public:nloc:csv6801
6802;Bad Teinach-Neubulach;bad-teinach-neubulach;8029474;;48.678466;8.72715;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEF;;f;;f;8000757;t;;f;;f;;f;;f;;f;8000757;f;;f;;f;;;;f;;f;;f;;f;DEAEF;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6802
6803;Bad Zwischenahn;bad-zwischenahn;8021229;;53.182547;8.002916;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEG;;f;;f;8000770;t;;f;;f;;f;;f;;f;8000770;f;;f;;f;;;;f;;f;;f;;f;DEAEG;f;;f;f;;;;;;;;;;;;;;;;Бад-Цвишенан;;;巴特茨维申安;urn:trainline:public:nloc:csv6803
6804;Baiersbronn Bf;baiersbronn-bf;8014271;;48.504103;8.371869;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEH;;f;;f;8000782;t;;f;;f;;f;;f;;f;8000782;f;;f;;f;;;;f;;f;;f;;f;DEAEH;f;;f;f;;;;;;;;;;;;;;;;Байрсброн;;;拜埃尔斯布龙;urn:trainline:public:nloc:csv6804
6805;Bamberg;bamberg;8022090;;49.900757;10.899492;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEI;;f;;f;8000025;t;u0zgb5;t;DEBAM;t;149;t;;f;;f;8000025;t;;f;;f;;;;f;;f;;f;;f;DEAEI;f;;f;f;;;;;;Bamberga;;;Bamberk;;;バンベルク;밤베르크;;;Бамберг;;;巴姆贝格;urn:trainline:public:nloc:csv6805
6806;Bayerisch Eisenstein;bayerisch-eisenstein;8026482;;49.121859;13.209819;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEJ;;f;;f;8000830;t;;f;;f;;f;;f;;f;8000830;f;;f;;f;;;;f;;f;;f;;f;DEAEJ;f;;f;f;;;;;;;;;;;;;;;;Байериш-Айзенштайн;;;拜恩埃森施泰因;urn:trainline:public:nloc:csv6806
6807;Bayerisch Gmain;bayerisch-gmain;8020103;;47.720378;12.89507;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEK;;f;;f;8000831;t;;f;;f;;f;;f;;f;8000831;f;;f;;f;;;;f;;f;;f;;f;DEAEK;f;;f;f;;;;;;;;;;;;;;;;Байериш-Гмайн;;;拜仁里希格迈因;urn:trainline:public:nloc:csv6807
6808;Blaufelden;blaufelden;8029722;;49.296232;9.967679;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEL;;f;;f;8001014;t;;f;;f;;f;;f;;f;8001014;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ブラウフェルデン;;;;Блауфельден;;;布劳费尔登;urn:trainline:public:nloc:csv6808
6809;Bad Bentheim;bad-bentheim;8021156;;52.309848;7.158541;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEM;;f;;f;8000879;t;u1m19f;t;;f;;f;;f;;f;8000879;f;;f;;f;;;;f;;f;;f;;f;DEAEM;f;;f;f;;;;;;;;;;;;;;;;Бад-Бентхайм;;;巴特本特海姆;urn:trainline:public:nloc:csv6809
6810;Berchtesgaden Hbf;berchtesgaden-hbf;8020097;;47.626683;12.999058;29032;DE;Europe/Berlin;f;t;f;t;f;t;DEAEN;;f;;f;8000885;t;;f;;f;;f;;f;;f;8000885;f;;f;;f;;;;f;;f;;f;;f;DEAEN;f;;f;f;;;;;;;;;;;;ベルヒテスガーデン;베르히테스가덴;;;Берхтесгаден;;;贝希特斯加登;urn:trainline:public:nloc:csv6810
6811;Burg (Dithm);burg-dithm;8001504;;54.007802;9.247679;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEO;;f;;f;8001273;t;;f;;f;;f;;f;;f;8001273;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6811
6812;Bestwig;bestwig;8008518;;51.361908;8.397839;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEP;;f;;f;8000927;t;u1jup1;t;;f;861;t;;f;;f;8000927;f;;f;;f;;;;f;;f;;f;;f;DEAEP;f;;f;f;;;;;;;;;;;;;;;;Бествиг;;;贝斯特维希;urn:trainline:public:nloc:csv6812
6813;Bad Steben;bad-steben;8026021;;50.365094;11.646765;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEQ;;f;;f;8000756;t;;f;;f;;f;;f;;f;8000756;f;;f;;f;;;;f;;f;;f;;f;DEAEQ;f;;f;f;;;;;;;;;;;;バート・シュテーベン;;;;Бад-Штебен;;;巴特施泰本;urn:trainline:public:nloc:csv6813
6814;Biberach (Baden);biberach-baden;8014499;;48.338386;8.03276;;DE;Europe/Berlin;f;f;f;t;f;f;DEAER;;f;;f;8000942;t;;f;;f;;f;;f;;f;8000942;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6814
6815;Biberach (Riß);biberach-riss;8029126;;48.101844;9.793127;;DE;Europe/Berlin;f;f;f;t;f;f;DEAES;;f;;f;8000943;t;;f;DEBAS;t;8438;t;;f;;f;8000943;t;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Биберах-на-Рисе;;;里斯河畔比伯拉赫;urn:trainline:public:nloc:csv6815
6816;Bad Wildungen;bad-wildungen;8005277;;51.119622;9.136087;;DE;Europe/Berlin;f;f;f;t;f;f;DEAET;;f;;f;8000764;t;;f;;f;;f;;f;;f;8000764;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;バート・ヴィルドゥンゲン;;;;Бад-Вильдунген;;;巴特維爾東根;urn:trainline:public:nloc:csv6816
6817;Bingerbrueck;bingerbrueck;8019038;;;;;DE;Europe/Berlin;f;f;f;f;f;f;DEAEU;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6817
6818;Birkenfeld (Enz);birkenfeld-enz;8029463;;48.874108;8.645258;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEV;;f;;f;8000986;t;;f;;f;;f;;f;;f;8000986;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6818
6819;Bischofswiesen;bischofswiesen;8020100;;47.651889;12.960143;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEW;;f;;f;8000997;t;u23pp4;t;;f;15078;t;;f;;f;8000997;f;;f;;f;;;;f;;f;;f;;f;DEAEW;f;;f;f;;;;;;;;;;;;;;;;Бишофсвизен;;;比绍夫斯维森;urn:trainline:public:nloc:csv6819
6820;Blaichach (Allgäu);blaichach-allgau;8002343;;47.54374;10.258795;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEX;;f;;f;8001004;t;;f;;f;;f;;f;;f;8001004;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Блайхах;;;布莱夏;urn:trainline:public:nloc:csv6820
6821;Böblingen;boblingen;8029383;;48.687761;9.004126;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEY;;f;;f;8001055;t;u0wkvn;t;;f;;f;;f;;f;8001055;f;;f;;f;;;;f;;f;;f;;f;DEAEY;f;;f;f;;;;;;;;;;;;ベーブリンゲン;;;;Бёблинген;;;伯布林根;urn:trainline:public:nloc:csv6821
6822;Böhringen-Rickelshausen;bohringen-rickelshausen;8014570;;47.74873;8.926648;;DE;Europe/Berlin;f;f;f;t;f;f;DEAEZ;;f;;f;8001059;t;;f;;f;;f;;f;;f;8001059;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6822
6823;Börßum;borssum;8013302;;52.06046;10.568932;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFA;;f;;f;8001063;t;;f;;f;;f;;f;;f;8001063;f;;f;;f;;;;f;;f;;f;;f;DEAFA;f;;f;f;;;;;;;;;;;;;;;;Бёрсум;;;伯尔苏姆;urn:trainline:public:nloc:csv6823
6824;Bindlach;bindlach;8022247;;49.980536;11.603446;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFB;;f;;f;8000974;t;;f;;f;;f;;f;;f;8000974;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ビントラハ;;;;Биндлах;;;宾德拉;urn:trainline:public:nloc:csv6824
6825;Brannenburg;brannenburg;8020181;;47.74135;12.106465;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFC;;f;;f;8001129;t;;f;;f;;f;;f;;f;8001129;f;;f;;f;;;;f;;f;;f;;f;DEAFC;f;;f;f;;;;;;;;;;;;;;;;Бранненбург;;;布拉嫩堡;urn:trainline:public:nloc:csv6825
6826;Bremen-Burg;bremen-burg;8013769;;53.159733;8.704803;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFD;;f;;f;8001156;t;;f;;f;;f;;f;;f;8001156;f;;f;;f;;;;f;;f;;f;;f;DEBXB;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6826
6827;Brilon Wald;brilon-wald;8008513;;51.349162;8.576068;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFE;;f;;f;8000054;t;;f;;f;;f;;f;;f;8000054;f;;f;;f;;;;f;;f;;f;;f;DEAFE;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6827
6828;Büchen;buchen;8001054;;53.475371;10.622858;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFF;;f;;f;8000058;t;;f;;f;;f;;f;;f;8000058;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Бюхен;;;比兴;urn:trainline:public:nloc:csv6828
6830;Bullay (DB);bullay-db;8025110;;50.054463;7.134585;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFH;;f;;f;8001267;t;;f;;f;;f;;f;;f;8001267;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Буллай;;;布莱;urn:trainline:public:nloc:csv6830
6831;Burgkunstadt;burgkunstadt;8022020;;50.137658;11.242718;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFI;;f;;f;8001289;t;;f;;f;;f;;f;;f;8001289;f;;f;;f;;;;f;;f;;f;;f;DEAFI;f;;f;f;;;;;;;;;;;;ブルククンシュタット;;;;Бургунштадт;;;布尔格昆斯塔特;urn:trainline:public:nloc:csv6831
6832;Burgsinn;burgsinn;8022598;;50.150261;9.655754;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFJ;;f;;f;8001293;t;;f;;f;;f;;f;;f;8001293;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Бургзинн;;;布尔格辛;urn:trainline:public:nloc:csv6832
6833;Betzdorf (Sieg);betzdorf-sieg;8019630;;50.789295;7.870046;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFK;;f;;f;8000034;t;;f;;f;;f;;f;;f;8000034;f;;f;;f;;;;f;;f;;f;;f;DEBTZ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6833
6834;Bremerhaven-Lehe;bremerhaven-lehe;8013788;;53.566342;8.600564;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFL;;f;;f;8001168;t;;f;;f;;f;;f;;f;8001168;f;;f;;f;;;;f;;f;;f;;f;DEAFL;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6834
6835;Bremerhaven-Columbusbahnhof;bremerhaven-columbusbahnhof;8013797;;;;;DE;Europe/Berlin;f;f;f;f;f;f;DEAFM;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6835
6836;Bad Friedrichshall-Jagstfeld;bad-friedrichshall-jagstfeld;8029637;;49.231573;9.199767;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFN;;f;;f;8000017;t;;f;;f;;f;;f;;f;8000017;f;;f;;f;;;;f;;f;;f;;f;DEFDR;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6836
6837;Leun/Braunfels;leun-braunfels;8011430;;50.539917;8.366898;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFO;;f;;f;8001132;t;;f;;f;;f;;f;;f;8001132;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv6837
6838;Bad Münder (Deister);bad-munder-deister;8013518;;52.178192;9.468059;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFP;;f;;f;8000725;t;;f;;f;;f;;f;;f;8000725;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;バート・ミュンダー・アム・ダイスター;;;;Бад-Мюндер-ам-Дайстер;;;代斯特尔山麓巴德明德尔;urn:trainline:public:nloc:csv6838
6839;Braubach;braubach;8019505;;50.274142;7.643186;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFQ;;f;;f;8001130;t;;f;;f;;f;;f;;f;8001130;f;;f;;f;;;;f;;f;;f;;f;DEAFQ;f;;f;f;;;;;;;;;;;;ブラウバッハ;;;;Браубах;;;布劳巴赫;urn:trainline:public:nloc:csv6839
6840;Bodenwöhr Nord;bodenwohr-nord;8026228;;49.278379;12.325945;;DE;Europe/Berlin;f;f;f;t;f;f;DEAFR;;f;;f;8001054;t;;f;;f;;f;;f;;f;8001054;f;;f;;f;;;;f;;f;;f;;f;DEAFR;f;;f;f;;;;;;;;;;;;;;;;Боденвёр;;;博登韦赫尔;urn:trainline:public:nloc:csv6840
