Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
648261;Reisezentrum Pfronten Ried;Video-Reisezentrum;;Bahnhofstraße 1;87459;Pfronten;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47583006;10560916
502435;Reisezentrum Prien am Chiemsee;;;Bahnhofstr. 2;83209;Prien;;Reisezentrum;06:15-17:45;;;06:15-17:45;;;06:15-17:45;;;06:15-17:45;;;06:15-17:45;;;08:00-13:40;;;09:25-13:30;14:00-16:45;;47855351;12346288
647289;Reisezentrum Reichertshausen;Video-Reisezentrum;;Bahnhofstr. 1;85293;Reichertshausen;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;48471097;11510048
647297;Reisezentrum Röthenbach (Allgäu);Video-Reisezentrum;;Bahnhofstr. 22;88167;Röthenbach (Allgäu);;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47620481;9952946
502443;Reisezentrum Rohrbach (Ilm);;;Ladehofstraße 9;85296;Rohrbach;;Reisezentrum;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;;;;;;;48605474;11573764
502450;Reisezentrum Rosenheim;;;Südtiroler Platz 1;83022;Rosenheim;;Reisezentrum;06:00-18:00; ; ;07:00-18:00; ; ;07:00-18:00; ; ;07:00-18:00; ; ;07:00-18:00; ; ;08:00-14:00; ; ;09:00-17:00; ;;47850722;12119014
502302;Reisezentrum Salzburg;;;Südtiroler Platz  1;A-5020;Salzburg;;Reisezentrum;07:20-19:10;;;07:20-19:10;;;07:20-19:10;;;07:20-19:10;;;07:20-19:10;;;07:20-19:10;;;07:20-19:10;;;47583104;12166207
647305;Reisezentrum Schongau;Video-Reisezentrum;;Bahnhofstr. 17;86956;Schongau;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47812149;10901811
502674;Reisezentrum Schweinfurt Hbf;;;Hauptbahnhofstr. 11;97424;Schweinfurt;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-11:00;11:30-14:45;;09:00-14:45;;;50035972;10211880
647321;Reisezentrum Sonthofen;Video-Reisezentrum;;Bahnhofplatz 7;87527;Sonthofen;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47513401;10272764
502476;Reisezentrum Starnberg;;;Hans-Zellner-Weg 1;82319;Starnberg;;Reisezentrum;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:40;;;;;;48006813;11347804
502484;Reisezentrum Traunstein;;;Bahnhofplatz 6;83278;Traunstein;;Reisezentrum;06:00-18:00; ; ;06:30-18:00; ; ;06:30-18:00; ; ;06:30-18:00; ; ;06:30-18:00; ; ;07:30-13:10; ; ;09:30-12:40;13:10-16:20; ;47868970;12638905
502492;Reisezentrum Tutzing;;;Bahnhofstr. 26;82327;Tutzing;;Reisezentrum;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;08:00-12:00;12:30-14:50;;08:00-13:20;;;47907489;11273713
502120;Reisezentrum Weilheim (Oberbayern);;;Bahnhofplatz;82362;Weilheim/ Oberbay.;;Reisezentrum;06:00-18:00;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;07:30-14:00;;;08:30-14:00;;;47845193;11143864
502500;Reisezentrum Wolfratshausen;;;Bahnhofstr. 41;82515;Wolfratshausen;;Reisezentrum;06:30-18:30; ; ;06:30-18:30; ; ;06:30-18:30; ; ;06:30-18:30; ; ;06:30-18:30;;;;;;;;;47914428;11426647
501908;Reisezentrum Würzburg Hbf;;;Bahnhofplatz 4;97070;Würzburg;;Reisezentrum;07:00-19:00; ; ;07:00-19:00; ; ;07:00-19:00; ; ;07:00-19:00; ; ;07:00-19:00;;;09:00-19:00;;;09:00-19:00;;;49801111;9936577
509174;Reisezentrum Abensberg;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 25;93326;Abensberg;;Reisezentrum;06:00-17:30;;;06:00-11:50;12:35-15:45;;06:00-11:50;12:35-15:45;;06:00-11:50;12:35-15:45;;06:00-17:30;;;;;;;;;48818968;11846551
501916;Reisezentrum Amberg;Vertriebsservice Ostbayern (VSO);;Kaiser-Ludwig-Ring 7;92224;Amberg;;Reisezentrum;06:55-17:15;;;06:55-12:25;13:15-17:15;;06:55-12:25;13:15-17:15;;06:55-12:25;13:15-17:15;;06:55-17:15;;;06:55-12:00;;;;;;49446487;11863208
509182;Reisezentrum Cham (Oberpf);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 11;93413;Cham;;Reisezentrum;08:00-12:30;;;08:00-12:30;;;;;;08:00-12:30;;;08:00-12:30;;;08:00-12:30;;;;;;49222853;12655697
509240;Reisezentrum Deggendorf Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 100;94469;Deggendorf;;Reisezentrum;06:50-14:00;;;06:50-14:00;;;06:50-14:00;;;06:50-14:00;;;06:50-14:00;;;07:50-12:00;;;;;;48838726;12950156
502344;Reisezentrum Landshut (Bay) Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 1;84032;Landshut;;Reisezentrum;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;07:00-14:00;;;10:00-17:30;;;48547116;12138907
507939;Reisezentrum Osterhofen (Nby);Vertriebsservice Ostbayern (VSO);;Ladehofstraße 6;94486;Osterhofen (Nby);;Reisezentrum;06:15-14:30;;;06:15-14:30;;;06:15-14:30;;;06:15-14:30;;;06:15-14:30;;;;;;;;;48696121;13015661
501932;Reisezentrum Passau Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 29;94032;Passau;;Reisezentrum;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;08:00-17:00;;;10:00-13:30;;;48574200;13448482
501940;Reisezentrum Plattling;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 7;94447;Plattling;;Reisezentrum;06:15-12:00;12:35-16:50;;06:15-12:00;12:35-16:50;;06:15-12:00;12:35-16:50;;06:15-12:00;12:35-16:50;;06:15-12:00;12:35-16:50;;08:30-14:00;;;09:30-13:30;;;48779092;12864381
501783;Reisezentrum Regensburg Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 18;93047;Regensburg;;Reisezentrum;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;08:00-18:00;;;10:00-16:30;;;49012577;12099498
501957;Reisezentrum Schwandorf;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 1;92421;Schwandorf;;Reisezentrum;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-16:50;;;06:45-12:15;;;;;;49326903;12103867
501965;Reisezentrum Straubing;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 6;94315;Straubing;;Reisezentrum;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-12:30;;;08:00-14:00;;;48877452;12574488
509257;Reisezentrum Vilshofen (Niederbay);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 4;94474;Vilshofen;;Reisezentrum;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;;;;;;;48629732;13190718
501973;Reisezentrum Weiden (Oberpf);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 28;92637;Weiden;;Reisezentrum;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;07:25-12:40;;;;;;49670363;12154629
502195;Reisezentrum Ampfing;Südostbayernbahn;;Münchner Straße 29;84539;Ampfing;;Reisezentrum;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;;;;;;;48254337;12410138
502237;Reisezentrum Bad Füssing;Südostbayernbahn;;Kurallee 15;94072;Bad Füssing;;Reisezentrum;10:00-16:00;;;10:00-16:00;;;10:00-16:00;;;10:00-16:00;;;09:00-12:30;;;;;;;;;48352877;13316116
502252;Reisezentrum Burghausen;Südostbayernbahn;;Berliner Platz 2;84489;Burghausen;;Reisezentrum;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;;;;;;;48174100;12829458
509190;Reisezentrum Eggenfelden;Südostbayernbahn;;Bahnhofstr. 8;84307;Eggenfelden;;Reisezentrum;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;07:30-12:00;13:00-14:15;14:45-19:00;07:30-12:00;13:00-15:15;15:45-19:00;48403360;12746856
507913;Reisezentrum Laufen;Südostbayernbahn;;Bahnhofstraße 42;83410;Laufen;;Reisezentrum;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;06:45-19:45;;;07:15-19:45;;;47934025;12922739
509166;Reisezentrum Miltenberg;Westfrankenbahn;;Berliner Platz 4;63897;Miltenberg;;Reisezentrum;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;09:00-13:00;;;;;;49705906;9248497
502377;Reisezentrum Mühldorf;Südostbayernbahn;;Bahnhofsplatz 6;84453;Mühldorf;;Reisezentrum;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;07:15-13:45;;;12:15-17:45;;;48247820;12519447
509216;Reisezentrum Pfarrkirchen;Südostbayernbahn;;Bahnhofstr. 23;84347;Pfarrkirchen;;Reisezentrum;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-15:15;15:45-19:30;05:30-11:30;12:30-15:15;15:45-19:30;07:00-11:30;12:30-14:45;15:15-19:30;07:00-11:30;12:30-14:45;15:15-19:30;48429573;12939459
507921;Reisezentrum Pocking;Südostbayernbahn;;Bahnhofstr. 6;94060;Pocking;;Reisezentrum;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-12:00;12:45-14:30;15:15-18:15;08:15-12:00;12:45-15:30;16:15-18:15;08:15-10:30;11:15-18:15;;48405554;13313303
502468;Reisezentrum Simbach;Südostbayernbahn;;Bahnhofplatz 1;84359;Simbach;;Reisezentrum;05:00-11:50;12:50-15:50; ;05:00-11:50;12:50-15:50; ;05:00-11:50;12:50-15:50; ;05:00-11:50;12:50-15:50; ;05:00-11:50;12:50-15:50; ;06:00-11:50;15:00-20:00; ;06:40-11:50;15:00-20:00; ;48263201;13021773
508374;Reisezentrum Siegsdorf;Südostbayernbahn;;Bahnhofstr. 5;83313;Siegsdorf;;Reisezentrum;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;06:50-20:00;;;06:50-20:00;;;47822289;12645611
509224;Reisezentrum Töging;Südostbayernbahn;;Bahnhofplatz 1;84513;Töging;;Reisezentrum;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;06:00-13:30;15:00-20:00;;07:00-14:00;15:00-20:00;;48258589;12594282
507087;Reisezentrum Dingolfing;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 76;84130;Dingolfing;;Reisezentrum;06:10-11:45;12:15-14:45; ;06:10-11:45;12:15-14:45; ;06:10-11:45;12:15-14:45; ;06:10-11:45;12:15-14:45; ;06:10-11:45;12:15-14:45; ;; ; ;; ; ;48641260;12487778
509232;Reisezentrum Vilsbiburg;Südostbayernbahn;;Bahnhofstr. 6;84137;Vilsbiburg;;Reisezentrum;05:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;;;;;;;48447111;12347780
507095;Reisezentrum Zwiesel;Vertriebsservice Ostbayern (VSO);;Bahnhofsplatz 3;94227;Zwiesel;;Reisezentrum;08:10-15:15;;;08:10-15:15;;;08:10-15:15;;;08:10-15:15;;;08:10-15:15;;;08:10-12:45;;;;;;49020946;13226835
670596;Reisezentrum Penzberg;Video-Reisezentrum;;Philippstr. 32;82377;Penzberg;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47749341;11372316
503292;Reisezentrum Aalen;;;Am Bahnhof 1;73430;Aalen;;Reisezentrum;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;07:30-13:00;;;;;;48841890;10095560
503045;Reisezentrum Achern;;;Eisenbahnstr. 40;77855;Achern;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-14:00;;;;;;48632282;8067088
502898;Reisezentrum Albstadt-Ebingen;;;Poststr. 27;72458;Albstadt-Ebingen;;Reisezentrum;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;;;;;;;48210623;9027551
647214;Reisezentrum Allensbach;Video-Reisezentrum;;Konstanzer Straße 14;78476;Allensbach;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47714679;9068794
503300;Reisezentrum Backnang;;;Bahnhofstr. 15;71522;Backnang;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:00;;;;;;48943199;9426070
503052;Reisezentrum Bad Krozingen;;;Bahnhofstr. 2;79189;Bad Krozingen;;Reisezentrum;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-13:00;;;;;;47919687;7698083
503060;Reisezentrum Bad Säckingen;;;Bahnhofplatz 5;79713;Bad Säckingen;;Reisezentrum;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:30-13:00;;;;;;47555705;7949134
502872;Reisezentrum Baden-Baden;;;Ooser Bahnhofstr. 4;76532;Baden-Baden;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-16:00;;;10:00-19:00;;;48789825;8191213
503078;Reisezentrum Basel Bad Bf;;;Schwarzwaldallee 200;CH-4016;Basel;;Reisezentrum;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;07:50-19:00;;;07:50-19:00;;;47567310;7606743
502906;Reisezentrum Biberach (Riß);;;Am Bahnhof 1;88400;Biberach (Riß);;Reisezentrum;07:00-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;08:00-13:25;;;;;;48102258;9791958
503318;Reisezentrum Bietigheim-Bissingen;;;Bahnhofplatz 1;74321;Bietigheim-Bissingen;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:30-13:00;;;;;;48948333;9136598
503326;Reisezentrum Böblingen;;;Bahnhof 1;71034;Böblingen;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;09:00-13:30;;;;;;48687258;9004782
502831;Reisezentrum Bretten;;;Bahnhofstr. 15;75015;Bretten;;Reisezentrum;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;;;;;;;49037185;8693299
501650;Reisezentrum Bruchsal;;;Bahnhofplatz 12;76646;Bruchsal;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;09:00-13:00;;;;;;49124340;8590837
507731;Reisezentrum Bühl (Baden);;;Güterstr. 7;77815;Bühl (Baden);;Reisezentrum;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;;;;;;;48695195;8128371
502708;Reisezentrum Calw;;;Bischofstr. 10;75365;Calw;;Reisezentrum;08:45-13:00;13:45-16:45;;08:45-13:00;13:45-16:45;;08:45-13:00;13:45-16:45;;08:45-13:00;13:45-16:45;;08:45-13:00;13:45-16:45;;;;;;;;48714423;8741218
503094;Reisezentrum Donaueschingen;;;Bahnhofstr. 3;78166;Donaueschingen;;Reisezentrum;09:00-12:30;14:00-17:45;;09:00-12:30;14:00-17:45;;09:00-12:30;14:00-17:45;;09:00-12:30;14:00-17:45;;09:00-12:30;14:00-17:45;;;;;;;;47948309;8499237
503102;Reisezentrum Emmendingen;;;Bahnhofstr. 7;79312;Emmendingen;;Reisezentrum;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;;;;;;;48119346;7848661
645333;Reisezentrum Engen;Video-Reisezentrum;;Bahnhofstr. 7;78234;Engen;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47856079;8773076
501825;Reisezentrum Esslingen (Neckar);;;Bahnhofplatz 1;73728;Esslingen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:30-15:00;;;10:30-16:00;;;48738900;9301000
503359;Reisezentrum Fellbach;;;Eisenbahnstr. 14;70736;Fellbach;;Reisezentrum;07:00-18:00;;;07:40-13:00;13:45-18:00;;07:40-13:00;13:45-18:00;;07:40-13:00;13:45-18:00;;07:00-18:00;;;;;;;;;48819849;9270170
502682;Reisezentrum Freiburg (Brsg) Hbf;;;Bismarckallee 7c;79098;Freiburg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:30-19:00;;;08:30-20:00;;;47997453;7842252
502690;Reisezentrum Freiburg-Wiehre;;;Türkenlouisstr. 20;79102;Freiburg;;Reisezentrum;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;09:00-13:45;;;;;;47983043;7855034
503110;Reisezentrum Freudenstadt Hbf;;;Hauptbahnhof 1;72250;Freudenstadt;;Reisezentrum;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-13:30;;;;;;48460945;8429355
502914;Reisezentrum Friedrichshafen Stadt;Mobilitätszentrale bodo;;Stadtbahnhof 1;88045;Friedrichshafen;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:15-16:30;;;12:00-17:00;;;47652851;9473344
501742;Reisezentrum Geislingen (Steige);;;Am Bahnhof 1;73312;Geislingen (Steige);;Reisezentrum;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;08:10-13:45;;;;;;48620378;9841396
645242;Reisezentrum Gengenbach;Video-Reisezentrum;;Bahnhofstr. 3;77723;Gengenbach;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48405275;8009964
502922;Reisezentrum Göppingen;;;Am Bahnhof 1;73033;Göppingen;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;09:00-14:00;;;;;;48700589;9652733
647990;Reisezentrum Göppingen;Video-Reisezentrum;;Am Bahnhof 1;73033;Göppingen;;Reisezentrum;09:15-19:00; ; ;09:15-19:00; ; ;09:15-19:00; ; ;09:15-19:00; ; ;09:15-19:00;;;;;;;;;48700589;9652733
503136;Reisezentrum Hausach;;;Eisenbahnstr. 5;77756;Hausach;;Reisezentrum;09:00-12:00;13:00-17:15;;09:00-12:00;13:00-17:15;;09:00-12:00;13:00-17:15;;09:00-12:00;13:00-17:15;;09:00-12:00;13:00-17:15;;;;;;;;48285233;8184237
501692;Reisezentrum Heidelberg Hbf;;;Willy-Brand-Platz 5;69115;Heidelberg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-19:00;;;09:00-19:00;;;49404005;8676448
502930;Reisezentrum Heidenheim (Brenz);;;Bahnhofplatz 1;89518;Heidenheim;;Reisezentrum;08:45-18:00; ; ;08:45-18:00; ; ;08:45-18:00; ; ;08:45-18:00; ; ;08:45-18:00; ; ;08:45-14:20; ; ;; ; ;48680282;10155886
501668;Reisezentrum Heilbronn Hbf;;;Bahnhofstr. 30;74072;Heilbronn;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-15:00;;;10:00-16:00;;;49142669;9208630
503367;Reisezentrum Herrenberg;;;Bahnhofstr. 14;71083;Herrenberg;;Reisezentrum;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;08:30-13:00;;;;;;48593671;8863471
503144;Reisezentrum Horb;;;Bahnhof 1;72160;Horb;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-13:30;14:00-16:00;;09:00-13:30;14:15-19:00;;48442095;8689072
646968;Reisezentrum Hornberg;Video-Reisezentrum;;Bahnhofstr. 6;78132;Hornberg;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48212960;8230280
509141;Reisezentrum Isny;;;Unterer Grabenweg 18;88316;Isny;;Reisezentrum;09:00-12:30;13:45-17:00;;09:00-12:30;13:45-17:00;;;;;09:00-12:30;13:45-18:00;;09:00-12:30;13:45-17:00;;;;;;;;47694813;10040438
502716;Reisezentrum Karlsruhe Hbf;;;Bahnhofplatz 1;76137;Karlsruhe;;Reisezentrum;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;08:00-19:00;;;09:00-20:00;;;48994482;8401507
502724;Reisezentrum Karlsruhe-Durlach;;;Hauptbahnstr. 1;76227;Karlsruhe;;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;09:00-13:00;;;;;;49001458;8462193
502740;Reisezentrum Kehl;;;Bahnhofsplatz 1;77694;Kehl;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:30-16:30;;;;;;48569900;7874520
507715;Reisezentrum Kirchheim (Teck);;;Eugen-Gerstenmaier-Platz 1;73230;Kirchheim (Teck); ;Reisezentrum;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;;;;;;;48644652;9444007
502948;Reisezentrum Konstanz;Mobilitätszentrale;;Bahnhofplatz 43;78462;Konstanz;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-19:00;;;09:00-19:00;;;47659144;9176952
507723;Reisezentrum Korntal;;;Bahnhofsplatz 1;70825;Korntal; ;Reisezentrum;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;;;;;;;48826605;9120972
501718;Reisezentrum Kornwestheim Pbf;;;Bahnhofplatz 2;70806;Kornwestheim;;Reisezentrum;07:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;09:00-13:00;;;;;;48862434;9180703
503169;Reisezentrum Lahr (Schwarzwald);;;Bahnhofplatz 1;77933;Lahr;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-13:00;;;;;;48340103;7835717
501684;Reisezentrum Lauffen (Neckar);;;Bahnhofstr. 50;74348;Lauffen;;Reisezentrum;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;;;;;;;49076095;9146991
503383;Reisezentrum Leonberg;;;Bahnhofstr. 78;71229;Leonberg;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-13:00;;;;;;48798391;9001510
502047;Reisezentrum Lindau Hbf;;;Bahnhof 1 c;88131;Lindau;;Reisezentrum;07:30-18:15; ; ;07:30-18:15; ; ;07:30-18:15; ; ;07:30-18:15; ; ;07:30-18:15; ; ;08:00-15:00; ; ;10:00-15:00; ; ;47544621;9681391
